user1559,63
user0412,65
user1790,95
user1351,72
user1493,58
user1081,88
user0550,70
user0755,89
user1698,91
user1615,67
user0678,79
user0281,78
user0949,59
user0498,85
user1899,54
user1444,66
user0349,70
user0631,72
user1861,69
user0370,88
user0321,57
user0243,63
user1520,58
user0379,84
user1910,50
user1361,64
user1541,72
user0047,62
user0912,97
user0926,58
user0511,78
user0623,79
user1246,63
user0788,86
user0448,89
user0680,84
user1689,74
user1389,60
user1301,80
user1126,68
user0933,84
user1922,52
user0524,86
user0287,72
user0338,94
user0146,87
user0757,81
user0908,79
user0551,64
user1239,55
user1297,52
user0416,58
user0660,50
user0131,97
user0129,84
user1229,94
user1684,96
user1560,50
user0114,96
user1039,78
user0728,67
user1373,83
user1001,91
user1691,56
user0675,94
user0478,76
user1677,54
user1651,84
user0027,95
user1313,70
user1804,68
user1806,62
user1480,53
user0996,54
user1648,81
user0720,55
user1688,57
user0838,74
user1386,85
user1822,61
user1703,92
user0367,69
user0125,64
user1741,95
user1754,99
user0938,77
user0629,66
user0490,65
user0355,51
user0745,92
user0123,96
user0831,81
user1104,96
user0219,81
user0614,68
user1950,57
user0955,76
user1588,91
user0849,58
user1682,69
user1032,93
user1147,86
user1300,55
user1359,66
user0947,62
user0908,98
user0996,85
user0586,60
user0379,72
user0347,72
user1287,71
user1266,54
user1676,65
user1071,76
user1844,78
user0910,53
user1140,50
user0594,71
user0413,96
user0248,85
user1817,63
user0809,71
user1468,68
user0462,59
user0682,51
user1960,67
user0322,50
user0243,73
user1771,92
user0986,90
user1213,58
user0314,64
user1146,82
user0854,62
user0435,59
user1746,92
user1198,91
user1576,69
user0624,82
user0027,54
user1996,79
user0082,65
user0976,64
user1331,88
user0211,63
user1834,86
user1067,59
user0412,63
user0799,55
user0895,85
user1837,85
user0079,83
user1352,92
user0645,54
user0369,95
user0997,68
user1988,55
user1002,77
user0315,94
user0949,52
user0359,65
user1052,85
user1567,86
user0783,78
user1823,98
user1626,63
user1924,50
user1413,85
user0642,92
user0067,94
user1213,98
user0783,91
user1827,79
user1696,86
user0489,76
user1317,94
user1607,60
user1619,89
user1596,84
user0469,54
user1888,75
user1214,68
user1786,78
user1271,72
user1447,63
user0661,82
user0029,63
user0649,75
user1866,63
user1619,93
user0556,71
user1098,73
user1306,71
user1808,98
user0660,91
user0697,91
user0067,88
user0805,55
user0790,93
user1568,84
user0757,94
user0663,81
user0200,77
user1045,91
user1292,70
user1290,82
user0762,60
user0733,94
user1566,80
user1075,64
user1103,91
user0473,67
user0972,67
user1643,55
user1699,60
user0353,96
user1988,61
user1562,62
user0456,56
user0954,96
user0380,89
user0431,76
user1304,54
user1258,58
user0135,94
user1272,81
user0198,83
user1724,83
user0105,96
user0005,82
user1592,57
user0464,74
user1599,78
user1986,57
user0971,56
user1995,83
user0230,64
user0997,78
user0193,73
user1885,65
user1849,81
user1345,58
user0673,69
user0732,57
user0025,52
user0195,50
user0381,99
user0399,60
user0056,78
user0930,82
user0242,93
user1048,70
user1680,71
user1479,82
user0738,82
user1275,90
user0973,66
user1648,93
user0139,89
user0757,97
user0147,70
user1497,98
user1143,69
user0691,53
user0757,81
user1305,66
user1239,62
user0595,98
user1662,51
user0107,72
user0245,57
user0889,98
user0800,63
user1286,75
user1010,52
user1040,64
user1110,63
user1391,55
user0433,90
user0580,52
user0825,52
user1784,66
user1121,80
user1483,58
user0651,81
user0128,95
user1833,67
user0350,78
user0541,58
user0838,67
user0647,97
user1841,97
user0967,65
user0195,83
user1956,85
user1287,62
user0652,81
user0727,61
user1813,95
user0014,93
user0571,67
user0289,80
user1889,84
user0497,64
user0579,86
user1833,65
user1247,93
user0917,95
user1148,67
user0823,58
user0405,84
user0701,54
user1740,62
user0283,73
user1404,90
user0522,57
user0482,69
user0288,99
user0900,97
user0454,74
user0227,58
user1137,99
user1085,58
user1054,52
user0026,55
user0277,57
user1691,94
user0062,72
user0241,54
user0815,85
user1516,72
user1757,53
user1932,81
user1555,78
user1839,96
user0830,88
user1858,87
user0582,95
user1034,67
user1250,98
user0709,70
user1480,66
user1319,78
user1871,66
user0883,56
user1428,55
user1323,59
user0115,76
user1498,64
user1707,51
user1155,50
user0948,60
user1816,97
user0388,60
user1591,84
user0422,72
user1633,67
user0175,55
user0516,51
user1215,90
user0036,50
user1250,89
user1971,85
user1325,67
user0330,72
user0748,50
user0639,89
user0889,78
user1647,98
user1440,76
user0568,78
user1240,95
user0080,55
user1144,79
user1086,51
user0911,62
user0576,52
user1740,55
user0878,70
user0256,51
user0080,58
user1112,99
user0205,95
user0217,94
user0201,75
user1894,66
user0608,57
user1914,59
user0929,75
user1251,98
user0101,73
user1866,93
user0424,64
user0914,78
user0607,95
user1542,79
user1838,77
user0789,54
user1816,88
user1573,94
user0109,79
user0035,90
user1759,98
user0591,94
user0243,89
user1153,82
user1002,72
user0279,83
user0540,81
user0123,79
user1352,68
user1950,68
user0312,90
user0343,90
user1771,96
user0018,81
user0403,91
user1044,85
user1117,86
user0702,66
user0724,84
user0431,75
user0814,85
user0778,99
user1559,95
user0925,99
user1555,53
user0555,98
user0494,61
user0997,66
user1420,83
user0614,73
user0634,64
user0784,69
user0716,78
user1993,58
user0094,51
user0477,69
user0296,86
user0183,97
user0561,65
user1634,89
user0617,83
user0968,57
user1317,94
user0796,84
user1713,56
user0914,91
user0124,96
user0212,79
user0215,69
user1829,93
user0778,72
user0878,76
user0883,55
user0297,99
user0131,78
user0478,52
user1431,66
user1158,56
user0850,59
user0726,76
user1895,75
user1431,60
user1536,66
user0205,62
user1201,72
user0443,99
user0481,89
user1707,86
user1165,84
user1201,84
user0984,74
user1979,61
user0107,71
user0805,68
user1208,54
user0317,58
user0528,55
user1810,61
user1126,60
user1539,79
user0455,90
user1125,77
user1240,61
user1433,87
user0343,67
user1921,56
user1916,81
user1014,98
user0646,94
user0971,82
user1758,70
user0809,50
user1708,52
user0071,88
user1551,53
user0401,56
user1701,75
user0705,93
user0812,79
user1263,80
user1150,94
user0334,76
user0281,67
user1645,95
user0033,69
user0088,74
user0189,93
user0583,82
user1563,57
user1806,72
user1993,77
user0382,86
user1898,93
user1922,50
user0669,85
user0355,66
user1151,76
user0793,63
user1584,75
user0739,84
user0813,73
user0644,88
user0834,59
user1726,57
user0307,58
user0330,80
user0914,86
user0335,68
user1611,56
user1592,92
user0111,54
user0501,79
user1934,89
user0183,92
user0205,79
user1705,50
user1109,55
user1979,85
user1056,74
user0476,59
user0582,53
user0942,97
user1856,54
user0892,61
user1926,92
user0257,71
user0898,72
user1314,78
user0822,83
user0765,96
user0483,96
user0886,60
user1289,70
user1399,82
user1814,58
user0909,97
user1275,63
user1883,53
user0086,67
user1699,86
user0783,56
user0420,73
user1548,55
user1998,50
user1612,87
user1301,77
user1824,97
user1576,92
user0917,91
user0511,82
user0210,91
user0243,59
user0474,65
user1446,68
user0894,94
user0651,66
user0886,53
user1592,92
user0155,93
user0703,93
user1982,57
user1329,91
user0949,56
user1896,79
user1194,56
user1946,50
user0944,90
user0362,81
user1618,75
user0619,76
user1483,87
user1702,95
user0098,77
user1630,75
user1541,77
user0621,70
user0296,65
user1681,65
user0427,51
user1817,51
user0663,92
user1389,93
user0169,84
user0590,78
user0349,94
user0475,80
user0715,53
user0324,99
user1994,92
user0080,61
user0167,78
user0501,85
user0869,65
user1154,63
user0220,95
user1413,73
user1529,80
user1169,82
user1846,79
user1878,93
user0729,59
user1143,63
user1655,83
user0889,75
user0919,62
user1610,71
user0396,98
user1058,61
user0030,88
user0770,63
user0779,99
user0070,88
user0088,84
user0926,53
user1800,57
user0366,97
user1870,54
user0326,81
user1096,72
user0039,66
user1591,83
user0654,57
user1985,62
user1087,86
user1356,90
user0726,82
user0313,89
user0218,82
user1247,84
user1582,91
user0653,84
user0540,93
user0929,52
user1624,88
user1034,74
user0106,88
user1335,84
user0462,51
user1119,81
user0479,71
user0660,66
user1825,50
user1420,63
user1825,84
user1787,93
user0852,65
user0075,64
user0682,90
user1368,82
user1979,88
user0426,79
user1758,66
user0662,85
user0498,81
user1752,77
user1968,59
user0630,67
user0224,82
user1219,61
user0892,55
user0865,60
user0387,51
user0058,68
user0250,81
user0063,52
user1003,76
user1596,74
user0624,53
user0999,62
user0373,54
user0411,67
user1150,97
user0732,51
user0350,82
user0578,67
user0713,88
user0637,94
user0454,98
user1505,91
user0030,63
user1102,54
user1337,52
user1069,86
user0368,85
user1557,66
user0150,74
user1672,96
user1140,71
user0921,59
user1057,52
user0199,71
user0985,51
user1464,92
user0207,88
user0252,99
user0784,86
user0871,81
user1544,74
user0551,53
user0017,64
user1621,61
user0820,87
user1723,98
user0229,85
user0086,74
user0032,70
user1379,89
user0923,60
user0293,79
user1137,98
user0621,79
user1054,68
user1307,75
user0427,89
user1065,85
user0131,66
user0073,81
user1541,81
user1017,69
user1461,84
user1903,58
user0264,78
user1672,84
user0060,64
user1880,87
user0929,92
user1710,72
user0748,66
user1126,50
user0060,65
user0477,96
user0235,92
user0497,88
user1370,74
user0667,68
user1381,58
user0376,77
user1707,60
user1628,51
user0046,74
user1525,54
